"ADM_RATE","CONTROL","net_cost","income_group"
0.4216,"Public",15638,"Q3"
0.5322,"Private",NA,"Q3"
0.5908,"Private",NA,"Q3"
0.5791,"Private",NA,"Q3"
0.66,"Private",NA,"Q3"
0.5122,"Public",13086,"Q3"
0.7304,"Public",15718,"Q3"
0.606,"Public",16698,"Q3"
0.888,"Public",11832,"Q3"
0.7313,"Public",14818,"Q3"
0.5456,"Public",11264,"Q3"
0.7404,"Public",16438,"Q3"
0.5079,"Public",19548,"Q3"
0.6422,"Public",15115,"Q3"
0.8812,"Private",NA,"Q3"
0.7225,"Public",15909,"Q3"
0.688,"Private",NA,"Q3"
0.6809,"Private",NA,"Q3"
0.8924,"Public",13835,"Q3"
0.8297,"Public",15259,"Q3"
0.9334,"Public",15369,"Q3"
0.8608,"Public",16590,"Q3"
0.919,"Public",15996,"Q3"
0.969,"Private",NA,"Q3"
0.8788,"Public",16195,"Q3"
0.8595,"Public",17699,"Q3"
0.463,"Private",NA,"Q3"
0.7987,"Private",NA,"Q3"
0.5103,"Private",NA,"Q3"
0.3762,"Private",NA,"Q3"
0.6657,"Private",NA,"Q3"
0.4745,"Private",NA,"Q3"
0.473,"Private",NA,"Q3"
0.527,"Private",NA,"Q3"
0.8649,"Public",17336,"Q3"
0.9203,"Private",NA,"Q3"
0.5464,"Private",NA,"Q3"
0.6377,"Private",NA,"Q3"
0.4916,"Private",NA,"Q3"
0.9165,"Private",NA,"Q3"
0.6995,"Private",NA,"Q3"
0.7259,"Private",NA,"Q3"
0.3978,"Private",NA,"Q3"
0.6841,"Public",14857,"Q3"
0.6996,"Public",12168,"Q3"
0.683,"Private",NA,"Q3"
0.4226,"Public",9928,"Q3"
0.5816,"Private",NA,"Q3"
0.5764,"Private",NA,"Q3"
0.9922,"Public",10232,"Q3"
0.6027,"Private",NA,"Q3"
0.3826,"Private",NA,"Q3"
0.7757,"Public",13046,"Q3"
0.7249,"Public",17476,"Q3"
0.7668,"Public",10021,"Q3"
0.9316,"Public",13340,"Q3"
0.7843,"Private",NA,"Q3"
0.772,"Private",NA,"Q3"
0.7225,"Private",NA,"Q3"
0.7412,"Private",NA,"Q3"
0.1274,"Private",NA,"Q3"
0.9974,"Public",6975,"Q3"
0.4894,"Private",NA,"Q3"
0.8049,"Public",16256,"Q3"
0.5861,"Private",NA,"Q3"
0.5747,"Private",NA,"Q3"
0.8065,"Private",NA,"Q3"
0.4685,"Private",NA,"Q3"
0.9258,"Public",15525,"Q3"
0.423,"Private",NA,"Q3"
0.5516,"Private",NA,"Q3"
0.9011,"Private",NA,"Q3"
0.7362,"Private",NA,"Q3"
0.6818,"Public",13047,"Q3"
0.3759,"Private",NA,"Q3"
0.7318,"Private",NA,"Q3"
0.9509,"Public",13994,"Q3"
0.5102,"Public",11899,"Q3"
0.5841,"Public",14628,"Q3"
0.5382,"Private",NA,"Q3"
0.9307,"Private",NA,"Q3"
0.7682,"Public",18273,"Q3"
0.4785,"Public",6235,"Q3"
0.4066,"Private",NA,"Q3"
0.9489,"Private",NA,"Q3"
0.8468,"Private",NA,"Q3"
0.5924,"Private",NA,"Q3"
0.7178,"Public",11789,"Q3"
0.5969,"Public",11797,"Q3"
0.2578,"Private",NA,"Q3"
0.6561,"Private",NA,"Q3"
0.6217,"Public",5553,"Q3"
0.4232,"Public",12340,"Q3"
0.1674,"Private",NA,"Q3"
0.7853,"Private",NA,"Q3"
0.7724,"Private",NA,"Q3"
0.6499,"Public",14262,"Q3"
0.9262,"Private",NA,"Q3"
0.5823,"Private",NA,"Q3"
0.507,"Private",NA,"Q3"
0.3486,"Private",NA,"Q3"
0.5217,"Private",NA,"Q3"
0.5687,"Public",20250,"Q3"
0.7508,"Public",15709,"Q3"
0.522,"Public",15276,"Q3"
0.5682,"Public",16318,"Q3"
0.881,"Public",12810,"Q3"
0.6947,"Public",13250,"Q3"
0.5998,"Public",15321,"Q3"
0.4019,"Public",17147,"Q3"
0.5857,"Public",12559,"Q3"
0.9981,"Public",12271,"Q3"
0.8203,"Public",15105,"Q3"
0.4739,"Private",NA,"Q3"
0.5087,"Private",NA,"Q3"
0.8401,"Public",9956,"Q3"
0.7327,"Public",12815,"Q3"
0.4503,"Public",22311,"Q3"
0.663,"Public",16649,"Q3"
0.2992,"Private",NA,"Q3"
0.8603,"Public",10941,"Q3"
0.6393,"Private",NA,"Q3"
0.9862,"Private",NA,"Q3"
0.7403,"Public",13300,"Q3"
0.4942,"Private",NA,"Q3"
0.3604,"Private",NA,"Q3"
0.5709,"Public",14847,"Q3"
0.9674,"Public",12162,"Q3"
0.8174,"Public",14548,"Q3"
0.7517,"Private",NA,"Q3"
0.9205,"Public",16775,"Q3"
0.7079,"Private",NA,"Q3"
0.9688,"Public",14724,"Q3"
0.9934,"Public",14776,"Q3"
0.1716,"Private",NA,"Q3"
0.6349,"Private",NA,"Q3"
0.7511,"Private",NA,"Q3"
0.8257,"Public",17620,"Q3"
0.7755,"Public",14022,"Q3"
0.5493,"Private",NA,"Q3"
0.3321,"Public",24794,"Q3"
0.8514,"Private",NA,"Q3"
0.5902,"Public",18705,"Q3"
0.4106,"Private",NA,"Q3"
0.6505,"Private",NA,"Q3"
0.7411,"Private",NA,"Q3"
0.6203,"Public",17997,"Q3"
0.5486,"Private",NA,"Q3"
0.3605,"Private",NA,"Q3"
0.6356,"Public",15914,"Q3"
0.2165,"Private",NA,"Q3"
0.8136,"Public",17797,"Q3"
0.6369,"Private",NA,"Q3"
0.8835,"Private",NA,"Q3"
0.8096,"Public",18360,"Q3"
0.8252,"Private",NA,"Q3"
0.6499,"Public",13701,"Q3"
0.7679,"Public",14473,"Q3"
0.7831,"Public",14878,"Q3"
0.637,"Private",NA,"Q3"
0.5572,"Public",9594,"Q3"
0.5714,"Private",NA,"Q3"
0.3116,"Private",NA,"Q3"
0.0385,"Private",NA,"Q3"
0.7281,"Private",NA,"Q3"
0.8456,"Private",NA,"Q3"
0.7449,"Public",10441,"Q3"
0.7028,"Public",18936,"Q3"
0.6913,"Public",18813,"Q3"
0.2999,"Public",15183,"Q3"
0.4732,"Public",11614,"Q3"
0.9459,"Public",15514,"Q3"
0.5848,"Private",NA,"Q3"
0.9311,"Private",NA,"Q3"
0.1843,"Private",NA,"Q3"
0.5196,"Public",NA,"Q3"
0.8216,"Public",16540,"Q3"
0.5917,"Private",NA,"Q3"
0.7967,"Public",15259,"Q3"
0.9709,"Public",14337,"Q3"
0.6651,"Private",NA,"Q3"
0.972,"Private",NA,"Q3"
0.7676,"Private",NA,"Q3"
0.8522,"Private",NA,"Q3"
0.876,"Private",NA,"Q3"
0.7214,"Private",NA,"Q3"
0.7323,"Private",NA,"Q3"
0.9286,"Private",NA,"Q3"
0.8208,"Public",16762,"Q3"
0.5523,"Public",9161,"Q3"
0.8371,"Public",16698,"Q3"
0.5696,"Private",NA,"Q3"
0.6452,"Private",NA,"Q3"
0.9091,"Private",NA,"Q3"
0.4091,"Private",NA,"Q3"
0.4267,"Public",10459,"Q3"
0.6905,"Private",NA,"Q3"
0.457,"Public",11765,"Q3"
0.6649,"Public",9956,"Q3"
0.7446,"Public",17384,"Q3"
0.7868,"Public",9673,"Q3"
0.8485,"Public",9715,"Q3"
0.8102,"Public",10732,"Q3"
0.4478,"Public",9963,"Q3"
0.1327,"Private",NA,"Q3"
0.7122,"Public",11875,"Q3"
0.5131,"Public",9326,"Q3"
0.7696,"Private",NA,"Q3"
0.851,"Public",10430,"Q3"
0.6892,"Private",NA,"Q3"
0.7887,"Private",NA,"Q3"
0.5556,"Private",NA,"Q3"
0.6769,"Private",NA,"Q3"
0.8423,"Private",NA,"Q3"
0.8114,"Private",NA,"Q3"
0.7018,"Private",NA,"Q3"
0.6992,"Private",NA,"Q3"
0.7656,"Private",NA,"Q3"
0.6621,"Private",NA,"Q3"
0.7269,"Private",NA,"Q3"
0.7561,"Private",NA,"Q3"
0.5745,"Private",NA,"Q3"
0.6119,"Private",NA,"Q3"
0.6839,"Private",NA,"Q3"
0.5397,"Private",NA,"Q3"
0.7515,"Private",NA,"Q3"
0.8194,"Private",NA,"Q3"
0.9899,"Public",10640,"Q3"
0.706,"Private",NA,"Q3"
0.8468,"Public",13475,"Q3"
0.7646,"Public",14287,"Q3"
0.8476,"Public",14312,"Q3"
0.72,"Public",15107,"Q3"
0.8134,"Public",14451,"Q3"
0.7547,"Public",12694,"Q3"
0.8927,"Public",15086,"Q3"
0.8927,"Public",13977,"Q3"
0.6792,"Public",16215,"Q3"
0.8608,"Public",18553,"Q3"
0.9647,"Public",14452,"Q3"
0.8663,"Public",14293,"Q3"
0.8285,"Public",14130,"Q3"
0.9569,"Public",11603,"Q3"
0.7368,"Private",NA,"Q3"
0.6496,"Private",NA,"Q3"
0.9762,"Public",4474,"Q3"
0.6742,"Public",10003,"Q3"
0.7154,"Public",4054,"Q3"
0.8602,"Public",3845,"Q3"
0.9241,"Public",6514,"Q3"
0.806,"Public",2668,"Q3"
0.6976,"Private",NA,"Q3"
0.8642,"Private",NA,"Q3"
0.47,"Private",NA,"Q3"
0.4761,"Private",NA,"Q3"
0.3711,"Private",NA,"Q3"
0.5307,"Private",NA,"Q3"
0.7632,"Private",NA,"Q3"
0.7286,"Private",NA,"Q3"
0.4439,"Private",NA,"Q3"
0.9234,"Public",5060,"Q3"
0.5302,"Public",8532,"Q3"
0.2547,"Public",5883,"Q3"
0.8065,"Public",8787,"Q3"
0.8342,"Public",7827,"Q3"
0.4487,"Public",8559,"Q3"
0.4908,"Public",10345,"Q3"
0.725,"Public",9464,"Q3"
0.6398,"Public",10377,"Q3"
0.5248,"Public",5529,"Q3"
0.3186,"Private",NA,"Q3"
0.4706,"Private",NA,"Q3"
0.8889,"Private",NA,"Q3"
0.3056,"Private",NA,"Q3"
0.9782,"Public",14102,"Q3"
0.0569,"Private",NA,"Q3"
0.6042,"Public",14745,"Q3"
0.5,"Public",NA,"Q3"
0.5118,"Public",8550,"Q3"
0.6504,"Public",NA,"Q3"
0.9744,"Public",NA,"Q3"
0.5912,"Public",12290,"Q3"
0.8442,"Public",NA,"Q3"
0.9224,"Public",NA,"Q3"
0.59,"Public",17659,"Q3"
0.4304,"Public",13680,"Q3"
0.6251,"Public",13862,"Q3"
0.8281,"Private",NA,"Q3"
0.3022,"Public",22937,"Q3"
0.3005,"Private",NA,"Q3"
0.7526,"Private",NA,"Q3"
0.5,"Public",NA,"Q3"
0.7367,"Public",2394,"Q3"
0.8558,"Private",NA,"Q3"
0.625,"Public",8834,"Q3"
0.7568,"Public",9866,"Q3"
0.8523,"Public",9536,"Q3"
0.7815,"Private",NA,"Q3"
0.4783,"Private",NA,"Q3"
0.9781,"Private",NA,"Q3"
0.625,"Public",18319,"Q3"
0.3498,"Private",NA,"Q3"
0.8,"Private",NA,"Q3"
0.4676,"Public",9822,"Q3"
0.5769,"Public",8834,"Q3"
0.6081,"Public",16004,"Q3"
0.759,"Public",10614,"Q3"
0.444,"Public",12682,"Q3"
0.6973,"Private",NA,"Q3"
0.6496,"Private",NA,"Q3"
0.7222,"Public",13328,"Q3"
0.8571,"Public",NA,"Q3"
0.3077,"Public",9093,"Q3"
0.1364,"Public",11974,"Q3"
0.25,"Public",20605,"Q3"
0.7619,"Private",NA,"Q3"
0.1826,"Public",21072,"Q3"
0.7222,"Public",9005,"Q3"
0.75,"Public",NA,"Q3"
0.4677,"Public",17675,"Q3"
0.3261,"Public",19687,"Q3"
0.8625,"Public",NA,"Q3"
0.8581,"Public",14917,"Q3"
0.8909,"Public",NA,"Q3"
0.8095,"Private",NA,"Q3"
0.9344,"Public",19970,"Q3"
0.9032,"Public",11942,"Q3"
0.5,"Public",16540,"Q3"
0.7153,"Public",12377,"Q3"
0.3864,"Public",17512,"Q3"
0.5,"Public",11547,"Q3"
0.4348,"Public",9900,"Q3"
0.7479,"Public",13374,"Q3"
0.9944,"Private",NA,"Q3"
0.8472,"Private",NA,"Q3"
0.6667,"Public",18189,"Q3"
0.7368,"Private",NA,"Q3"
0.4479,"Public",15409,"Q3"
0.3529,"Public",NA,"Q3"
0.9574,"Public",14163,"Q3"
0.6579,"Public",15956,"Q3"
0.4207,"Public",9704,"Q3"
0.9,"Private",NA,"Q3"
0.375,"Private",NA,"Q3"
0.6838,"Private",NA,"Q3"
0.7848,"Private",NA,"Q3"
0.8587,"Private",NA,"Q3"
0.8929,"Private",NA,"Q3"
0.4737,"Public",8117,"Q3"
0.5037,"Public",13625,"Q3"
0.6443,"Public",17482,"Q3"
0.1685,"Private",NA,"Q3"
0.5201,"Private",NA,"Q3"
0.6667,"Private",NA,"Q3"
0.7551,"Public",12710,"Q3"
0.7808,"Private",NA,"Q3"
0.5961,"Private",NA,"Q3"
0.3074,"Private",NA,"Q3"
0.4401,"Public",13245,"Q3"
0.757,"Public",13898,"Q3"
0.6512,"Private",NA,"Q3"
0.4605,"Private",NA,"Q3"
0.5536,"Private",NA,"Q3"
0.8684,"Private",NA,"Q3"
0.3461,"Public",NA,"Q3"
0.7874,"Private",NA,"Q3"
0.766,"Private",NA,"Q3"
0.9767,"Private",NA,"Q3"
0.9143,"Private",NA,"Q3"
0.9815,"Private",NA,"Q3"
0.8814,"Private",NA,"Q3"
0.4714,"Private",NA,"Q3"
0.8815,"Private",NA,"Q3"
0.6154,"Private",NA,"Q3"
0.9333,"Private",NA,"Q3"
0.7138,"Public",19324,"Q3"
0.7143,"Public",9655,"Q3"
0.7059,"Private",NA,"Q3"
0.6102,"Public",13570,"Q3"
0.4103,"Public",4019,"Q3"
0.4486,"Public",10907,"Q3"
0.7647,"Private",NA,"Q3"
0.6102,"Public",14805,"Q3"
0.6343,"Public",17178,"Q3"
0.8989,"Public",15416,"Q5"
0.8673,"Public",17291,"Q5"
0.8062,"Public",20306,"Q5"
0.5125,"Public",2948,"Q5"
0.5655,"Public",23748,"Q5"
0.8371,"Public",15579,"Q5"
0.8274,"Public",20142,"Q5"
0.6422,"Private",NA,"Q5"
0.8326,"Public",19202,"Q5"
0.9957,"Public",15509,"Q5"
0.7125,"Private",NA,"Q5"
0.8729,"Public",17681,"Q5"
0.8092,"Public",13357,"Q5"
0.3435,"Private",NA,"Q5"
0.7697,"Private",NA,"Q5"
0.8604,"Public",17083,"Q5"
0.4627,"Private",NA,"Q5"
0.9615,"Private",NA,"Q5"
0.43,"Private",NA,"Q5"
0.6821,"Public",NA,"Q5"
0.3511,"Private",NA,"Q5"
0.4888,"Public",NA,"Q5"
0.8023,"Public",15904,"Q5"
0.7692,"Public",19480,"Q5"
0.7898,"Private",NA,"Q5"
0.9137,"Public",19619,"Q5"
0.5274,"Public",11921,"Q5"
0.5858,"Public",14930,"Q5"
0.277,"Public",15414,"Q5"
0.7551,"Public",11508,"Q5"
0.8503,"Public",11585,"Q5"
0.8615,"Private",NA,"Q5"
0.8997,"Public",12483,"Q5"
0.7628,"Private",NA,"Q5"
0.6221,"Public",NA,"Q5"
0.8039,"Private",NA,"Q5"
0.6982,"Private",NA,"Q5"
0.7011,"Private",NA,"Q5"
0.5838,"Public",10039,"Q5"
0.6081,"Public",11894,"Q5"
0.5736,"Public",10222,"Q5"
0.8167,"Private",NA,"Q5"
0.7985,"Private",NA,"Q5"
0.8321,"Private",NA,"Q5"
0.7286,"Private",NA,"Q5"
0.788,"Private",NA,"Q5"
0.8157,"Private",NA,"Q5"
0.1055,"Private",NA,"Q5"
0.4802,"Private",NA,"Q5"
0.3123,"Public",22923,"Q5"
0.4922,"Private",NA,"Q5"
0.6626,"Public",17501,"Q5"
0.7215,"Public",16633,"Q5"
0.5831,"Public",16732,"Q5"
0.5218,"Public",19216,"Q5"
0.7161,"Public",22604,"Q5"
0.5747,"Public",12319,"Q5"
0.5815,"Public",15921,"Q5"
0.4579,"Public",16517,"Q5"
0.6872,"Public",20403,"Q5"
0.3082,"Public",17785,"Q5"
0.6752,"Public",14671,"Q5"
0.4624,"Public",20637,"Q5"
0.6968,"Public",18988,"Q5"
0.18,"Public",28596,"Q5"
0.4521,"Public",28976,"Q5"
0.4239,"Public",26800,"Q5"
0.2199,"Public",27167,"Q5"
0.62,"Public",26614,"Q5"
0.375,"Public",26913,"Q5"
0.4444,"Public",29089,"Q5"
0.5991,"Public",30957,"Q5"
0.8333,"Private",NA,"Q5"
0.2992,"Private",NA,"Q5"
0.4471,"Private",NA,"Q5"
0.8889,"Private",NA,"Q5"
0.9119,"Private",NA,"Q5"
0.1173,"Private",NA,"Q5"
0.548,"Private",NA,"Q5"
0.6667,"Private",NA,"Q5"
0.7752,"Private",NA,"Q5"
0.7844,"Private",NA,"Q5"
0.8018,"Public",22171,"Q5"
0.7482,"Private",NA,"Q5"
0.3895,"Private",NA,"Q5"
0.4327,"Private",NA,"Q5"
0.4677,"Private",NA,"Q5"
0.6137,"Private",NA,"Q5"
0.5412,"Private",NA,"Q5"
0.6798,"Private",NA,"Q5"
0.7409,"Private",NA,"Q5"
0.872,"Private",NA,"Q5"
0.4239,"Private",NA,"Q5"
0.4628,"Private",NA,"Q5"
0.5055,"Private",NA,"Q5"
0.7265,"Private",NA,"Q5"
0.3734,"Private",NA,"Q5"
0.1451,"Private",NA,"Q5"
0.6654,"Private",NA,"Q5"
0.1392,"Private",NA,"Q5"
0.672,"Private",NA,"Q5"
0.3121,"Public",19663,"Q5"
0.4885,"Private",NA,"Q5"
0.8269,"Private",NA,"Q5"
0.3986,"Private",NA,"Q5"
0.6379,"Public",22106,"Q5"
0.6129,"Private",NA,"Q5"
0.6929,"Private",NA,"Q5"
0.6347,"Public",21083,"Q5"
0.5122,"Private",NA,"Q5"
0.555,"Private",NA,"Q5"
0.6947,"Private",NA,"Q5"
0.8186,"Public",23497,"Q5"
0.6977,"Private",NA,"Q5"
0.8667,"Private",NA,"Q5"
0.1984,"Private",NA,"Q5"
0.79,"Private",NA,"Q5"
0.7016,"Private",NA,"Q5"
0.6325,"Private",NA,"Q5"
0.5575,"Private",NA,"Q5"
0.526,"Public",14808,"Q5"
0.7587,"Public",18822,"Q5"
0.91,"Public",16143,"Q5"
0.8771,"Public",27065,"Q5"
0.9764,"Private",NA,"Q5"
0.2228,"Private",NA,"Q5"
0.3743,"Public",27375,"Q5"
0.7743,"Public",21467,"Q5"
0.7673,"Private",NA,"Q5"
0.875,"Public",17936,"Q5"
0.8212,"Public",NA,"Q5"
0.7116,"Public",13949,"Q5"
0.6957,"Public",19014,"Q5"
0.6986,"Private",NA,"Q5"
0.9434,"Public",16883,"Q5"
0.932,"Public",17323,"Q5"
0.6821,"Private",NA,"Q5"
0.6385,"Private",NA,"Q5"
0.6413,"Public",19369,"Q5"
0.3585,"Private",NA,"Q5"
0.5366,"Public",23670,"Q5"
0.6453,"Public",21534,"Q5"
0.7116,"Private",NA,"Q5"
0.6173,"Private",NA,"Q5"
0.8537,"Private",NA,"Q5"
0.7441,"Private",NA,"Q5"
0.6722,"Private",NA,"Q5"
0.7624,"Private",NA,"Q5"
0.857,"Private",NA,"Q5"
0.7542,"Public",17546,"Q5"
0.3178,"Private",NA,"Q5"
0.2092,"Private",NA,"Q5"
0.6549,"Public",18576,"Q5"
0.0705,"Private",NA,"Q5"
0.4168,"Public",8163,"Q5"
0.6468,"Public",19357,"Q5"
0.5231,"Private",NA,"Q5"
0.625,"Private",NA,"Q5"
0.4312,"Private",NA,"Q5"
0.6007,"Private",NA,"Q5"
0.2712,"Private",NA,"Q5"
0.6558,"Private",NA,"Q5"
0.3308,"Private",NA,"Q5"
0.1697,"Private",NA,"Q5"
0.493,"Private",NA,"Q5"
0.75,"Private",NA,"Q5"
0.5231,"Private",NA,"Q5"
0.4257,"Private",NA,"Q5"
0.4678,"Private",NA,"Q5"
0.666,"Private",NA,"Q5"
0.776,"Private",NA,"Q5"
0.4172,"Private",NA,"Q5"
0.4894,"Public",17430,"Q5"
0.7104,"Private",NA,"Q5"
0.7405,"Private",NA,"Q5"
0.45,"Public",16949,"Q5"
0.4773,"Public",17435,"Q5"
0.4987,"Private",NA,"Q5"
0.1336,"Private",NA,"Q5"
0.6045,"Private",NA,"Q5"
0.4304,"Public",15518,"Q5"
0.4159,"Private",NA,"Q5"
0.4989,"Private",NA,"Q5"
0.5681,"Public",18190,"Q5"
0.4655,"Public",16912,"Q5"
0.4737,"Private",NA,"Q5"
0.9331,"Private",NA,"Q5"
0.4044,"Private",NA,"Q5"
0.5343,"Public",16541,"Q5"
0.5102,"Private",NA,"Q5"
0.5746,"Private",NA,"Q5"
0.8412,"Private",NA,"Q5"
0.7331,"Private",NA,"Q5"
0.5889,"Private",NA,"Q5"
0.7662,"Private",NA,"Q5"
0.4524,"Public",19208,"Q5"
0.4567,"Private",NA,"Q5"
0.5925,"Private",NA,"Q5"
0.5932,"Private",NA,"Q5"
0.5221,"Private",NA,"Q5"
0.4847,"Private",NA,"Q5"
0.4808,"Public",16401,"Q5"
0.709,"Public",12946,"Q5"
0.1992,"Public",16862,"Q5"
0.6998,"Public",17817,"Q5"
0.568,"Private",NA,"Q5"
0.6032,"Private",NA,"Q5"
0.7829,"Private",NA,"Q5"
0.8221,"Public",14020,"Q5"
0.477,"Public",16975,"Q5"
0.5543,"Public",14874,"Q5"
0.5704,"Private",NA,"Q5"
0.2633,"Private",NA,"Q5"
0.3273,"Public",18240,"Q5"
0.5493,"Public",14114,"Q5"
0.6803,"Public",16147,"Q5"
0.6798,"Public",18063,"Q5"
0.52,"Public",18736,"Q5"
0.5466,"Public",18900,"Q5"
0.5608,"Public",14319,"Q5"
0.4529,"Public",12000,"Q5"
0.5654,"Public",17985,"Q5"
0.7454,"Private",NA,"Q5"
0.69,"Private",NA,"Q5"
0.6684,"Private",NA,"Q5"
0.6118,"Private",NA,"Q5"
0.514,"Private",NA,"Q5"
0.6547,"Private",NA,"Q5"
0.8299,"Public",13512,"Q5"
0.6807,"Private",NA,"Q5"
0.3802,"Private",NA,"Q5"
0.7798,"Public",13443,"Q5"
0.5522,"Public",18367,"Q5"
0.5385,"Public",16392,"Q5"
0.5365,"Private",NA,"Q5"
0.8359,"Private",NA,"Q5"
0.752,"Public",14890,"Q5"
0.8009,"Public",16969,"Q5"
0.6411,"Private",NA,"Q5"
0.7766,"Public",18152,"Q5"
0.6565,"Public",17145,"Q5"
0.9977,"Public",14835,"Q5"
0.617,"Private",NA,"Q5"
0.9963,"Private",NA,"Q5"
0.7184,"Private",NA,"Q5"
0.5867,"Private",NA,"Q5"
0.7595,"Private",NA,"Q5"
0.6694,"Private",NA,"Q5"
0.2865,"Public",NA,"Q5"
0.0881,"Private",NA,"Q5"
0.9053,"Private",NA,"Q5"
0.5441,"Private",NA,"Q5"
0.5987,"Private",NA,"Q5"
0.6191,"Public",21772,"Q5"
0.718,"Private",NA,"Q5"
0,"Private",NA,"Q5"
0.657,"Private",NA,"Q5"
0.9299,"Private",NA,"Q5"
0.714,"Public",23652,"Q5"
0.695,"Private",NA,"Q5"
0.6239,"Public",26925,"Q5"
0.5838,"Private",NA,"Q5"
0.5697,"Private",NA,"Q5"
0.6892,"Public",24456,"Q5"
0.7496,"Private",NA,"Q5"
0.5727,"Private",NA,"Q5"
0.5587,"Private",NA,"Q5"
0.8919,"Private",NA,"Q5"
0.6875,"Private",NA,"Q5"
0.8747,"Private",NA,"Q5"
0.914,"Private",NA,"Q5"
0,"Private",NA,"Q5"
0.6289,"Private",NA,"Q5"
0.8636,"Private",NA,"Q5"
0.5512,"Private",NA,"Q5"
0.6431,"Private",NA,"Q5"
0.6855,"Private",NA,"Q5"
0.9881,"Private",NA,"Q5"
0.6365,"Private",NA,"Q5"
0.5234,"Private",NA,"Q5"
0.5613,"Public",23905,"Q5"
0.1532,"Private",NA,"Q5"
0.5981,"Public",22273,"Q5"
0.8196,"Private",NA,"Q5"
0.8859,"Private",NA,"Q5"
0.21,"Private",NA,"Q5"
0.7878,"Private",NA,"Q5"
0.5997,"Private",NA,"Q5"
0.5141,"Private",NA,"Q5"
0.5054,"Private",NA,"Q5"
0.5977,"Public",16470,"Q5"
0.5455,"Private",NA,"Q5"
0.7887,"Public",22589,"Q5"
0.8419,"Public",20393,"Q5"
0.9022,"Private",NA,"Q5"
0.9372,"Private",NA,"Q5"
0.374,"Private",NA,"Q5"
0.5931,"Public",22754,"Q5"
0.6871,"Private",NA,"Q5"
0.5545,"Private",NA,"Q5"
0.6054,"Public",19971,"Q5"
0.7158,"Private",NA,"Q5"
0.661,"Private",NA,"Q5"
0.6121,"Private",NA,"Q5"
0.637,"Private",NA,"Q5"
0.8409,"Private",NA,"Q5"
0.6002,"Private",NA,"Q5"
0.7884,"Private",NA,"Q5"
0.9732,"Private",NA,"Q5"
0.8309,"Public",18837,"Q5"
0.6958,"Public",19709,"Q5"
0.8443,"Private",NA,"Q5"
0.7225,"Private",NA,"Q5"
0.6934,"Public",17126,"Q5"
0.8306,"Public",16910,"Q5"
0.7355,"Public",15498,"Q5"
0.7003,"Public",16888,"Q5"
0.7217,"Public",20534,"Q5"
0.7625,"Public",17562,"Q5"
0.7945,"Public",16316,"Q5"
0.5381,"Public",14311,"Q5"
0.8889,"Public",NA,"Q5"
0.7116,"Private",NA,"Q5"
0.5795,"Private",NA,"Q5"
0.9515,"Private",NA,"Q5"
0.223,"Private",NA,"Q5"
0.7285,"Private",NA,"Q5"
0.6063,"Public",16264,"Q5"
0.7218,"Public",13713,"Q5"
0.5622,"Private",NA,"Q5"
0.5362,"Private",NA,"Q5"
0.8568,"Private",NA,"Q5"
0.4762,"Private",NA,"Q5"
0.876,"Private",NA,"Q5"
0.7157,"Private",NA,"Q5"
0.7969,"Private",NA,"Q5"
0.5,"Private",NA,"Q5"
0.6887,"Private",NA,"Q5"
0.6955,"Private",NA,"Q5"
0.658,"Private",NA,"Q5"
0.7752,"Private",NA,"Q5"
0.6171,"Private",NA,"Q5"
0.6411,"Private",NA,"Q5"
0.7542,"Private",NA,"Q5"
0.6595,"Private",NA,"Q5"
0.7742,"Private",NA,"Q5"
0.6693,"Private",NA,"Q5"
0.5018,"Private",NA,"Q5"
0.9542,"Private",NA,"Q5"
0.3506,"Private",NA,"Q5"
0.3846,"Private",NA,"Q5"
0.8252,"Public",17782,"Q5"
0.8023,"Public",16079,"Q5"
0.6903,"Private",NA,"Q5"
0.7212,"Private",NA,"Q5"
0.785,"Private",NA,"Q5"
0.5337,"Private",NA,"Q5"
0.6845,"Private",NA,"Q5"
0.8331,"Public",17075,"Q5"
0.7609,"Private",NA,"Q5"
0.6,"Private",NA,"Q5"
0.9617,"Private",NA,"Q5"
0.8802,"Private",NA,"Q5"
0.5818,"Private",NA,"Q5"
0.7765,"Private",NA,"Q5"
0.5766,"Private",NA,"Q5"
0.869,"Private",NA,"Q5"
0.6057,"Private",NA,"Q5"
0.6069,"Public",15612,"Q5"
0.8917,"Public",13669,"Q5"
0.5285,"Private",NA,"Q5"
0.5862,"Private",NA,"Q5"
0.9228,"Public",20773,"Q5"
0.4472,"Private",NA,"Q5"
0.9591,"Public",18358,"Q5"
0.7923,"Public",14904,"Q5"
0.5988,"Private",NA,"Q5"
0.7223,"Private",NA,"Q5"
0.7898,"Public",13156,"Q5"
0.9576,"Public",NA,"Q5"
0.6573,"Private",NA,"Q5"
0.9478,"Private",NA,"Q5"
0.3401,"Private",NA,"Q5"
0.6844,"Private",NA,"Q5"
0.6857,"Private",NA,"Q5"
0.7127,"Private",NA,"Q5"
0.6002,"Public",14556,"Q5"
0.8219,"Private",NA,"Q5"
0.5075,"Private",NA,"Q5"
0.3774,"Public",17387,"Q5"
0.6861,"Public",18220,"Q5"
0.7112,"Public",17743,"Q5"
0.7031,"Private",NA,"Q5"
0.5381,"Private",NA,"Q5"
0.8449,"Public",13893,"Q5"
0.8217,"Public",12951,"Q5"
0.467,"Public",12447,"Q5"
